Provincia de ocurrencia;Código cantón_DPA;Cantón de ocurrencia;ene-14;feb-14;mar-14;abr-14;may-14;jun-14;jul-14;ago-14;sept-14;oct-14;nov-14;dic-14;ene-15;feb-15;mar-15;abr-15;may-15;jun-15;jul-15;ago-15;sept-15;oct-15;nov-15;dic-15;ene-16;feb-16;mar-16;abr-16;may-16;jun-16;jul-16;ago-16;sept-16;oct-16;nov-16;dic-16;ene-17;feb-17;mar-17;abr-17;may-17;jun-17;jul-17;ago-17;sept-17;oct-17;nov-17;dic-17;ene-18;feb-18;mar-18;abr-18;may-18;jun-18;jul-18;ago-18;sept-18;oct-18;nov-18;dic-18;ene-19;feb-19;mar-19;abr-19;may-19;jun-19;jul-19;ago-19;sept-19;oct-19;nov-19;dic-19;ene-20;feb-20;mar-20;abr-20;may-20;jun-20;jul-20;ago-20;sept-20;oct-20;nov-20;dic-20;ene-21;feb-21;mar-21;abr-21;may-21;jun-21;jul-21;ago-21;sept-21;oct-21;nov-21;dic-21;ene-22;feb-22;mar-22;abr-22;may-22;jun-22;jul-22;ago-22;sept-22;oct-22;nov-22;dic-22;ene-23;feb-23;mar-23;abr-23;may-23;jun-23;jul-23;ago-23;sept-23;oct-23;nov-23;dic-23;ene-24;feb-24;mar-24;abr-24;may-24;jun-24;jul-24;ago-24;sept-24;oct-24;nov-24;dic-24;ene-25;feb-25;mar-25;abr-25;may-25;jun-25;jul-25;ago-25;sept-25;oct-25;nov-25;dic-25;ene-26;feb-26
Cotopaxi;0507;Sigchos;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Chimborazo;0601;Riobamba;5;1;5;7;10;10;9;5;1;6;8;4;5;6;10;6;3;5;4;4;4;10;5;5;6;7;5;8;9;9;2;9;10;9;3;11;10;6;7;11;8;3;8;5;0;1;3;8;4;4;4;3;2;5;4;10;10;4;3;7;4;3;4;6;2;6;1;1;6;6;8;7;6;1;2;0;1;1;1;3;8;3;2;7;11;8;3;3;4;4;0;5;4;4;6;2;5;4;5;6;11;4;13;4;6;3;6;10;3;3;7;4;5;5;3;2;12;5;6;6;7;8;3;3;7;6;6;5;2;3;3;4;7;1;3;6;4;6;7;10;6;8;2;5;8;3
Chimborazo;0602;Alausi;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
Chimborazo;0603;Colta;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;2;0;0;1;0;1;1;1;0;0;0;0;0;1;1;1;0;0;1;1;1;0;0;0;2;2;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;2;0;1;1;0;0;0;0;0;0;0;2;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;1
Chimborazo;0604;Chambo;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Chimborazo;0605;Chunchi;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Chimborazo;0606;Guamote;0;1;0;0;0;2;0;0;1;0;2;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0
Chimborazo;0607;Guano;0;0;2;1;0;1;0;1;3;1;1;0;0;0;0;0;0;0;0;1;0;1;0;1;1;1;2;3;1;0;0;2;1;2;0;3;3;0;1;4;1;2;2;1;1;1;0;0;3;1;2;1;1;4;2;2;4;0;1;1;3;0;0;3;0;1;0;0;1;0;0;1;1;0;0;0;0;1;0;0;1;0;0;1;0;0;1;2;1;2;0;0;0;0;0;1;2;2;0;0;2;3;0;2;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0;1;1;3;1;0;1;0;2;1;1;1;1;1;0;1;0;2
Chimborazo;0608;Pallatanga;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1;0;1;0;0;0;0;1;0;0;0;2;0;0;0;0;1;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Chimborazo;0609;Penipe;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Chimborazo;0610;Cumanda;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;0;0;0;0;1;0;0;0;1;3;0;0;0;0;1;0;2;0;0;0;2;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
El Oro;0701;Machala;6;3;6;3;4;3;1;2;2;2;2;1;2;2;2;2;2;8;5;2;4;8;5;3;3;5;3;3;3;5;5;6;1;4;0;2;6;4;5;1;2;3;5;6;3;2;2;2;2;4;6;0;2;1;4;5;3;9;7;5;5;7;6;1;4;16;17;13;7;5;4;5;5;5;9;4;1;3;7;7;3;9;6;4;3;4;11;6;2;4;3;8;9;10;3;18;17;12;10;10;16;17;14;11;23;14;21;8;18;17;22;19;26;14;19;15;24;13;17;24;12;12;8;23;22;10;15;13;13;12;19;18;8;9;19;14;7;10;11;13;13;4;6;10;9;8
El Oro;0702;Arenillas;1;0;1;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;1;1;2;0;2;2;0;0;1;1;1;1;2;0;0;2;0;1;0;0;1;1;1;1;1;2;2;4;3;5;1;3;4;2;2;1;2;3;0;0;0;1;1;0;2;0;1;1;0;1;2;0;7;1;0;3;1;1;0;0;0;2;0;3;3;0;0;0;2;0;1;4;0;5;2;3;3;5;1;3;0;2;0;0;3;7;6;6;10;2;6;4;4;5;1;4;4;3;4;1;1;2;2;5;4;1;3;2;3;1;2;2;1;0;1;0;4
El Oro;0703;Atahualpa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
El Oro;0704;Balsas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
El Oro;0705;Chilla;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
El Oro;0706;El Guabo;0;0;0;1;1;1;1;2;3;1;0;2;0;1;0;1;0;3;1;1;0;0;1;2;1;1;2;0;2;1;0;2;2;0;0;0;3;0;0;3;2;1;1;1;2;2;0;1;3;1;3;2;1;1;0;0;0;4;1;2;3;1;0;2;0;2;2;0;1;2;1;0;1;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;5;0;0;1;0;1;3;1;1;1;1;6;1;1;6;2;1;1;3;5;0;4;6;4;5;1;2;5;2;2;1;2;0;1;1;1;1;1;3;1;1;0;2;1;1;0;2;1;1;2;3;2;1;1;0
