Provincia de ocurrencia;Código cantón_DPA;Cantón de ocurrencia;ene-14;feb-14;mar-14;abr-14;may-14;jun-14;jul-14;ago-14;sept-14;oct-14;nov-14;dic-14;ene-15;feb-15;mar-15;abr-15;may-15;jun-15;jul-15;ago-15;sept-15;oct-15;nov-15;dic-15;ene-16;feb-16;mar-16;abr-16;may-16;jun-16;jul-16;ago-16;sept-16;oct-16;nov-16;dic-16;ene-17;feb-17;mar-17;abr-17;may-17;jun-17;jul-17;ago-17;sept-17;oct-17;nov-17;dic-17;ene-18;feb-18;mar-18;abr-18;may-18;jun-18;jul-18;ago-18;sept-18;oct-18;nov-18;dic-18;ene-19;feb-19;mar-19;abr-19;may-19;jun-19;jul-19;ago-19;sept-19;oct-19;nov-19;dic-19;ene-20;feb-20;mar-20;abr-20;may-20;jun-20;jul-20;ago-20;sept-20;oct-20;nov-20;dic-20;ene-21;feb-21;mar-21;abr-21;may-21;jun-21;jul-21;ago-21;sept-21;oct-21;nov-21;dic-21;ene-22;feb-22;mar-22;abr-22;may-22;jun-22;jul-22;ago-22;sept-22;oct-22;nov-22;dic-22;ene-23;feb-23;mar-23;abr-23;may-23;jun-23;jul-23;ago-23;sept-23;oct-23;nov-23;dic-23;ene-24;feb-24;mar-24;abr-24;may-24;jun-24;jul-24;ago-24;sept-24;oct-24;nov-24;dic-24;ene-25;feb-25;mar-25;abr-25;may-25;jun-25;jul-25;ago-25;sept-25;oct-25;nov-25;dic-25;ene-26;feb-26
El Oro;0707;Huaquillas;0;0;1;0;0;4;2;1;0;0;0;0;0;0;0;2;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;1;0;0;0;1;1;1;1;0;2;0;0;0;2;2;0;0;2;1;1;0;0;0;0;1;0;1;0;1;0;1;2;1;1;1;1;0;0;2;0;0;1;1;0;0;1;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;1;1;0;0;4;0;1;0;1;0;0;2;2;0;0;2;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0
El Oro;0708;Marcabeli;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
El Oro;0709;Pasaje;1;4;1;1;2;1;1;2;2;1;1;0;2;0;0;4;0;4;1;2;2;0;1;3;1;1;1;2;3;6;2;1;3;2;2;4;0;1;1;2;4;1;1;1;0;0;1;3;0;0;5;4;0;3;1;1;3;1;5;0;3;3;0;0;2;2;4;5;1;0;0;1;2;0;2;0;1;0;2;0;2;0;0;0;1;0;2;0;0;2;0;1;1;5;3;3;2;3;2;6;6;3;4;3;7;6;6;6;7;4;0;3;6;3;5;2;0;4;1;2;1;1;3;2;7;2;2;0;0;0;2;2;2;1;0;0;1;3;2;0;0;3;0;1;0;0
El Oro;0710;Piñas;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;0;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;1;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;2;1;0;1;0;1;1;0;1;0;1;1;1;0;0;2;1;1;0;0;0;1;0;0;2;1;1;1;0;1;0;0
El Oro;0711;Portovelo;0;0;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;1;1;0;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
El Oro;0712;Santa Rosa;1;0;1;0;0;1;1;1;2;0;0;0;1;1;0;1;2;1;3;0;1;2;5;1;0;1;0;0;1;1;0;0;2;0;0;0;0;2;0;1;2;1;1;3;0;1;1;2;2;3;1;0;0;1;2;2;0;3;1;3;1;1;3;3;2;1;1;1;0;0;0;1;2;4;0;0;0;1;0;0;2;3;3;0;3;2;0;1;1;1;4;2;3;2;3;3;4;2;2;2;3;3;4;5;2;6;4;0;2;8;3;2;3;3;1;3;2;4;2;1;0;3;2;4;2;3;0;2;2;2;1;5;3;6;2;1;1;2;2;3;2;1;0;0;0;0
El Oro;0713;Zaruma;0;2;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;2;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0
El Oro;0714;Las Lajas;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;0;1;0;0;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1
Esmeraldas;0801;Esmeraldas;5;5;9;3;5;2;4;5;1;3;2;3;3;1;3;2;0;2;2;5;1;2;3;3;4;3;3;3;0;2;2;1;1;6;6;8;7;1;1;0;1;1;1;2;3;3;2;2;1;4;1;1;1;0;5;3;0;2;1;0;2;0;2;1;4;0;1;1;6;1;0;2;1;4;1;0;0;1;3;3;4;2;0;1;0;1;2;2;0;2;2;1;4;1;2;2;4;3;6;5;5;4;6;4;3;3;6;2;5;7;5;4;4;1;0;5;0;1;8;3;5;6;3;6;2;6;8;7;2;10;3;6;9;7;4;6;2;2;8;4;4;4;3;4;5;8
Esmeraldas;0802;Eloy Alfaro;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;2;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0
Esmeraldas;0803;Muisne;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
Esmeraldas;0804;Quininde;1;2;1;1;0;3;1;4;2;1;2;2;2;1;0;0;3;2;3;2;5;4;1;0;2;0;1;0;1;2;0;0;2;1;5;0;1;1;0;2;0;1;1;0;1;0;2;2;1;4;3;0;3;2;2;0;2;1;5;2;1;2;0;2;2;0;0;0;1;0;0;1;4;0;0;0;0;0;0;2;5;0;2;2;0;2;1;1;1;1;2;1;1;2;0;0;1;1;1;4;2;0;2;0;1;2;4;2;2;0;0;2;5;2;0;8;0;2;2;1;1;1;0;0;1;3;2;1;0;1;0;1;1;2;3;6;1;2;1;2;2;0;1;0;5;1
Esmeraldas;0805;San Lorenzo;0;1;0;1;0;0;0;0;2;1;0;2;0;2;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;1;0;0;1;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;2;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;1;1;1;1;0;0;0;0;0;0;0;0;2;0;0;2;1;0;0;1;0;0;0;0;0;0;0;0;0;2;3;0;0;2;0;1;0;0;0;0;0;0;1;0;2;1;0;0
Esmeraldas;0806;Atacames;0;0;0;1;0;1;2;1;0;0;0;0;0;0;0;3;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;2;0;1;0;1;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1
Esmeraldas;0807;Rioverde;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Guayas;0901;Guayaquil;126;114;108;144;160;177;153;141;150;158;173;164;181;174;148;144;136;139;145;128;133;125;123;106;130;111;105;132;131;128;119;120;124;144;129;123;111;103;135;91;153;127;164;117;98;108;119;130;121;119;113;100;92;99;113;122;124;129;155;194;144;134;137;145;168;193;181;193;186;184;202;166;145;125;92;28;83;117;141;139;147;154;153;142;204;191;160;175;173;173;199;229;191;203;202;255;286;237;277;253;297;292;299;308;320;331;387;400;347;345;400;305;338;338;338;340;319;396;389;431;240;219;218;222;231;208;263;245;243;252;256;272;235;196;226;193;245;198;192;175;178;203;199;185;154;149
Guayas;0902;Alfredo Baquerizo Moreno (Jujan);0;1;2;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;3;1;1;0;1;1;0;0;0;4;4;0;0;0;0;2;2;1;0;0;0;0;2;2;2;0;1;0;0;0;2;1;2;0;1;0;0;0;1;2;1;1;0;0;1;0;1;0
Guayas;0903;Balao;1;1;0;1;1;0;0;0;1;0;0;0;0;1;1;0;0;2;2;2;1;1;0;0;0;0;1;1;3;2;0;1;2;0;1;0;0;0;0;1;4;2;0;3;0;1;0;0;1;1;1;1;3;1;2;2;2;1;3;1;1;1;2;2;0;5;0;1;6;1;2;0;1;2;0;0;0;0;0;0;0;0;1;1;2;0;1;2;1;1;0;0;0;0;0;2;0;1;1;1;0;1;6;5;4;3;4;0;1;2;3;3;1;0;2;1;1;3;2;0;0;1;0;1;0;0;1;0;1;0;1;1;0;0;0;0;0;2;0;0;0;0;2;0;0;1
Guayas;0904;Balzar;0;1;2;1;1;2;1;0;1;3;2;1;0;1;0;1;1;0;1;1;1;0;0;1;1;0;4;0;0;0;1;1;1;1;0;0;1;2;0;0;0;0;1;1;1;1;1;0;1;0;0;0;0;0;0;1;2;1;0;1;1;2;1;4;1;0;1;0;2;1;2;0;1;2;0;0;0;1;0;0;0;1;2;2;6;1;4;2;1;4;6;1;5;6;5;7;6;6;7;5;3;6;9;4;9;5;9;8;4;4;3;7;5;4;6;4;3;9;2;10;2;5;3;4;5;6;4;6;1;10;3;6;4;4;2;3;11;13;7;9;7;11;5;8;11;5
Guayas;0905;Colimes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;2;1;1;2;1;0;1;1;1;0;0;0;1;0;0;0;1;1;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Guayas;0906;Daule;1;2;0;0;0;0;0;1;3;1;2;2;3;1;3;0;0;1;2;1;5;3;1;1;2;1;3;1;2;1;2;2;2;1;2;1;0;2;2;1;0;0;0;0;1;1;0;0;2;0;0;2;2;2;2;0;1;3;0;1;2;3;4;2;0;5;5;2;0;5;2;2;3;4;3;0;1;2;4;2;5;2;3;1;3;5;1;0;2;5;2;6;4;3;5;3;5;0;2;1;4;5;2;8;12;14;3;11;5;4;3;3;1;5;3;4;4;3;9;4;1;2;5;5;4;1;3;4;2;10;2;2;4;1;8;2;3;3;10;11;9;4;6;5;7;10
Guayas;0907;Duran;12;10;9;5;8;8;8;3;13;8;6;9;2;13;3;9;9;5;6;5;8;15;8;15;5;5;9;6;5;5;12;5;9;5;10;6;11;6;8;6;7;3;4;1;7;6;13;10;5;8;5;10;16;7;16;6;7;14;17;10;6;9;8;8;18;9;18;15;11;17;10;17;10;15;12;2;3;15;16;9;21;17;12;17;19;17;16;30;14;27;22;32;37;40;30;38;47;28;25;25;30;29;33;30;31;39;27;49;36;17;32;32;33;38;21;18;23;26;33;36;14;20;13;17;22;15;19;23;15;17;21;20;26;25;19;27;14;15;13;13;19;18;26;24;19;17
Guayas;0908;El Empalme;0;2;0;0;1;1;3;3;4;3;1;3;1;0;3;1;1;1;3;0;0;4;1;1;0;4;2;2;0;3;1;1;2;4;5;0;0;0;3;0;3;3;1;3;1;0;1;2;3;0;0;2;2;0;3;3;2;2;1;2;0;1;5;1;3;3;3;1;0;4;1;1;4;1;0;0;0;3;5;1;5;6;5;1;3;2;3;7;3;6;10;7;6;3;7;4;2;4;4;3;5;5;5;3;7;3;13;12;3;3;4;3;4;9;14;11;8;19;13;2;10;13;6;10;6;6;12;14;5;9;3;9;15;2;11;6;8;9;11;5;6;9;5;4;5;5
Guayas;0909;El Triunfo;0;1;2;2;1;1;2;1;3;0;2;0;3;2;0;0;1;1;1;0;0;1;0;0;1;0;1;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;2;1;0;1;1;1;0;0;0;2;0;0;0;0;1;4;3;2;3;3;1;1;3;0;1;1;0;3;2;1;1;1;0;0;2;1;1;1;0;0;1;0;1;1;2;0;2;2;1;1;2;5;5;2;3;6;4;2;4;5;2;9;3;5;4;3;2;3;4;2;4;4;6;8;6;11;11;2;3;7;7;4;2;6;2;0;5;1;3;2;3;6;5;16;5;5;5;6;3;4;3;1;0
Guayas;0910;Milagro;2;2;1;0;1;1;0;3;0;1;1;0;2;4;1;1;3;3;2;1;1;1;0;3;2;0;2;1;1;1;1;3;3;0;2;1;1;1;1;1;1;0;1;1;3;0;1;2;2;0;1;2;1;0;1;2;3;3;4;4;3;2;3;3;4;0;2;1;2;1;0;3;4;2;0;0;0;2;2;1;1;1;1;1;4;3;3;1;0;3;4;6;5;2;5;3;3;4;8;5;4;3;6;8;14;13;8;5;3;2;4;1;2;5;4;5;3;1;7;5;6;1;5;6;7;11;5;6;2;4;5;4;9;2;4;6;4;4;2;2;7;3;3;2;4;4
Guayas;0911;Naranjal;4;2;3;0;5;2;2;0;1;4;4;3;0;2;0;2;1;2;2;2;2;2;2;1;0;1;1;1;3;0;2;5;1;0;3;4;1;4;1;5;5;3;3;3;1;2;4;3;1;4;8;2;2;1;2;0;1;5;0;4;1;3;4;1;3;2;5;0;1;1;3;1;3;2;2;1;0;2;3;2;2;3;2;0;4;2;3;3;2;2;3;5;3;3;3;4;2;7;6;5;4;4;4;7;5;3;8;6;6;3;9;7;6;0;3;3;3;7;5;8;1;0;6;1;7;2;1;2;3;0;0;1;2;4;5;5;2;2;1;4;6;6;7;5;0;5
Guayas;0912;Naranjito;0;2;0;0;0;0;2;2;1;1;1;0;1;0;0;1;0;0;1;1;1;1;1;0;0;1;3;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;3;0;0;0;0;0;0;1;0;1;0;0;1;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;1;0;2;1;1;0;0;0;0;2;0;1;0;2;2;0;0;0;1;1;2;1;0;0;3;4;4;3;2;0;0;0;1;0;2;2;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0
Guayas;0913;Palestina;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;2;1;2;1;0;0;0;1;2;1;0;1;0;0;0;1;1;0;1;1;3;0;1;1;1;1;1;2;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;2;0;0;2;1;0;0;0;0;0;0
Guayas;0914;Pedro Carbo;0;1;0;0;0;0;0;2;0;0;2;1;0;1;0;0;1;0;1;0;0;0;0;1;1;0;0;1;0;1;4;1;1;0;0;1;1;0;0;0;0;0;1;0;1;0;1;0;1;0;0;0;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;3;1;2;1;1;2;0;0;0;0;3;1;0;1;1;1;0;4;0;2;0;0;1;0;0;3;1;3;1;2;1;1;3;3;1;1;0;3;1;1;0;1;2;0;0
Guayas;0916;Samborondon;2;1;1;2;1;1;0;0;1;1;2;9;1;4;1;3;2;0;2;2;6;1;3;0;4;3;1;1;1;0;2;0;0;2;0;2;0;0;2;3;0;1;1;0;3;1;0;0;0;0;2;0;0;0;1;1;0;1;0;2;0;2;0;4;4;0;2;1;0;1;0;1;2;0;2;2;2;0;0;3;1;2;3;0;0;2;2;3;5;1;3;1;0;1;1;0;0;0;1;3;0;1;2;7;6;3;1;3;0;4;0;1;0;4;3;3;2;2;2;3;2;2;1;4;0;2;0;0;0;1;2;2;1;2;1;0;1;3;2;3;1;3;1;0;1;1
Guayas;0918;Santa Lucia;0;0;0;0;0;0;0;0;3;2;0;0;0;2;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;1;1;1;1;1;0;0;1;0;1;0;1;0;0;0;1;1;0;0;0;1;0;0;1;1;1;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;2;0;3;1;0;0;1;0;2;1;0;1;0;0;0;0;0;0;0;0;0;1;1;1;2;1;0;1;2;0;1;2;0;1;1;1;0;0;1;1;0;2;1;0;1;2;0;0;1;1;1;1;3;0;1;1;1;1;2;1;1;1;1;1;1;1;1;1
Guayas;0919;Salitre (Urbina Jado);3;0;2;0;2;0;1;2;2;0;0;1;1;0;2;0;0;1;0;0;0;2;1;0;1;2;2;2;0;1;0;1;2;1;0;0;0;0;0;0;1;1;0;1;0;0;0;0;1;1;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;2;0;0;0;1;2;0;1;0;0;0;0;0;2;0;0;0;1;1;1;0;1;0;0;0;1;0;2;0;1;1;0;1;0;1;1;2;1;0;1;0;1;2;1;0;0
Guayas;0920;San Jacinto De Yaguachi;5;3;1;2;9;3;1;4;3;5;3;3;5;3;7;2;0;3;4;0;0;1;2;4;1;0;3;1;1;1;3;3;2;0;1;0;3;1;1;2;3;0;1;4;3;2;4;1;2;3;0;3;2;2;0;4;3;4;3;1;3;3;3;1;3;2;3;2;3;7;2;3;3;0;1;0;0;1;6;4;3;2;9;3;4;1;3;2;1;1;4;5;3;4;1;5;3;3;6;6;3;4;5;7;8;5;17;10;7;5;6;5;4;9;5;6;9;13;7;16;7;5;12;10;11;9;14;6;10;10;4;2;13;6;5;11;8;20;13;7;8;13;13;8;6;5
Guayas;0921;Playas;3;3;1;3;1;1;2;2;1;2;1;1;2;1;0;2;0;1;4;2;5;3;3;1;3;1;5;6;2;2;3;1;1;0;2;1;1;1;1;1;1;1;1;3;1;1;1;1;2;3;2;1;4;2;0;0;2;3;0;1;0;2;3;2;2;1;0;3;0;1;5;3;2;2;0;0;2;1;2;3;1;3;6;3;3;6;4;0;1;4;5;4;2;1;0;1;5;2;3;3;1;3;5;3;3;3;8;6;7;4;3;2;6;7;9;12;2;2;5;6;5;4;5;4;8;5;1;8;4;4;2;7;2;4;7;2;4;2;4;1;0;4;4;6;7;11
Guayas;0922;Simon Bolivar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;1;0;0;0;0;1;0;1;3;2;1;0;0;2;1;1;1;4;3;3;3;1;1;5;1;0;1;4;2;2;1;1;0;1;0;0;1;0;0;0;1;0;0;1;1;0;3;1;0;1;0;2;0;0;3;1;0
Guayas;0923;Coronel Marcelino Maridueña;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;1;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
Guayas;0924;Lomas De Sargentillo;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;3;0;1;0;0;0;1;0;0;0;2
Guayas;0925;Nobol;3;2;0;0;0;0;0;2;0;0;0;1;1;2;0;2;1;0;0;0;0;0;0;1;1;1;1;1;2;1;2;3;2;0;1;0;1;1;0;0;0;1;0;1;1;0;0;0;0;0;3;1;0;1;0;1;0;0;1;0;1;0;1;1;2;0;2;0;2;2;1;0;1;0;0;0;0;1;0;1;2;3;3;0;1;1;0;1;0;2;0;2;1;0;0;1;1;1;0;0;2;2;2;5;1;4;4;1;2;0;0;2;3;1;1;1;1;1;3;1;2;2;1;0;1;2;0;5;0;0;1;3;3;4;3;2;3;2;3;2;1;4;6;4;1;2
Guayas;0927;Gral Antonio Elizalde;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
Guayas;0928;Isidro Ayora;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;2;0;1;1;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1
Imbabura;1001;Ibarra;5;6;3;2;1;1;2;1;3;1;0;2;2;0;3;2;3;2;3;0;1;2;1;5;2;1;1;1;1;3;2;2;1;0;0;1;5;3;1;0;4;1;2;0;1;0;0;2;3;0;1;1;1;0;0;1;0;1;1;1;1;0;2;0;1;0;0;1;3;2;0;2;0;0;2;0;1;2;0;1;0;0;0;1;0;2;1;3;2;3;3;5;4;0;1;1;1;1;1;0;3;0;5;3;1;6;7;5;2;0;2;3;2;0;0;1;5;4;6;12;4;7;5;7;9;15;8;8;9;16;5;8;6;4;15;19;11;7;6;5;4;8;12;8;5;1
Imbabura;1002;Antonio Ante;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;2;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;1;0;0;1;1;0;2;0;1;1;1;2;0;0;1;2;1;0;0;0;1;3;0;0;0;0;0;0;0;0;0;1;3;0;2;0;0;0;2;1;1;1;1
Imbabura;1003;Cotacachi;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;1;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;4;0;0;2;0;2;1;0;1;2;1;2;1;0;1
